Id,CreationTime,CreationDate
1560622,2009-02-04 16:00:03,2009-02-04 00:00:00
1560624,2009-02-04 16:00:03,2009-02-04 00:00:00
1560626,2009-02-04 16:00:03,2009-02-04 00:00:00
1560843,2009-02-04 16:15:14,2009-02-04 00:00:00
1561693,2009-02-04 17:25:37,2009-02-04 00:00:00
1561723,2009-02-04 17:27:51,2009-02-04 00:00:00
1563424,2009-02-04 20:00:03,2009-02-04 00:00:00
1564416,2009-02-04 21:21:37,2009-02-04 00:00:00
1566016,2009-02-04 23:49:04,2009-02-04 00:00:00
1566102,2009-02-05 00:00:03,2009-02-05 00:00:00
1568530,2009-02-05 07:12:25,2009-02-05 00:00:00
1568642,2009-02-05 09:09:56,2009-02-05 00:00:00
1569169,2009-02-05 09:01:30,2009-02-05 00:00:00
1569391,2009-02-05 09:32:59,2009-02-05 00:00:00
1569483,2009-02-05 09:43:09,2009-02-05 00:00:00
1569611,2009-02-05 09:58:43,2009-02-05 00:00:00
1570169,2009-02-05 11:00:06,2009-02-05 00:00:00
1571253,2009-02-05 22:35:05,2009-02-05 00:00:00
1573053,2009-02-05 19:24:20,2009-02-05 00:00:00
1573181,2009-02-05 16:00:03,2009-02-05 00:00:00
1573441,2009-02-05 16:18:16,2009-02-05 00:00:00
1573689,2009-02-05 16:41:01,2009-02-05 00:00:00
1574270,2009-02-05 17:24:01,2009-02-05 00:00:00
1574422,2009-02-05 17:37:45,2009-02-05 00:00:00
1576879,2009-02-05 20:59:02,2009-02-05 00:00:00
1579091,2009-02-06 01:00:03,2009-02-06 00:00:00
1580344,2009-02-06 05:00:03,2009-02-06 00:00:00
1582902,2009-02-06 13:00:02,2009-02-06 00:00:00
1583256,2009-02-06 13:39:47,2009-02-06 00:00:00
1583315,2009-02-06 13:46:27,2009-02-06 00:00:00
1584108,2009-02-06 14:59:02,2009-02-06 00:00:00
1584683,2009-02-06 15:44:47,2009-02-06 00:00:00
1584901,2009-02-06 16:00:03,2009-02-06 00:00:00
1585315,2009-02-06 16:30:21,2009-02-06 00:00:00
1585688,2009-02-06 17:00:03,2009-02-06 00:00:00
1586952,2009-02-06 18:41:46,2009-02-06 00:00:00
1589607,2009-02-06 23:00:03,2009-02-06 00:00:00
1591598,2009-02-07 04:59:01,2009-02-07 00:00:00
1592257,2009-02-07 08:28:46,2009-02-07 00:00:00
1593027,2009-02-07 12:34:52,2009-02-07 00:00:00
1596674,2009-02-08 01:00:02,2009-02-08 00:00:00
1599214,2009-02-08 12:00:04,2009-02-08 00:00:00
1599458,2009-02-08 13:03:52,2009-02-08 00:00:00
1599661,2009-02-08 14:00:02,2009-02-08 00:00:00
1600297,2009-02-08 16:00:04,2009-02-08 00:00:00
1600696,2009-02-08 19:04:13,2009-02-08 00:00:00
1601512,2009-02-08 20:14:08,2009-02-08 00:00:00
1603913,2009-02-09 04:42:56,2009-02-09 00:00:00
1604776,2009-02-09 06:00:03,2009-02-09 00:00:00
1605556,2009-02-09 08:47:33,2009-02-09 00:00:00
1606656,2009-02-09 12:10:41,2009-02-09 00:00:00
1608126,2009-02-09 14:51:34,2009-02-09 00:00:00
1612341,2009-02-09 21:15:56,2009-02-09 00:00:00
1617344,2009-02-10 09:29:23,2009-02-10 00:00:00
1622011,2009-02-10 17:44:46,2009-02-10 00:00:00
1622796,2009-02-10 19:00:03,2009-02-10 00:00:00
1623527,2009-02-10 20:00:02,2009-02-10 00:00:00
1626105,2009-02-11 00:00:02,2009-02-11 00:00:00
1626652,2009-02-11 01:19:10,2009-02-11 00:00:00
1629419,2009-02-11 15:31:08,2009-02-11 00:00:00
1629872,2009-02-11 11:10:01,2009-02-11 00:00:00
1631597,2009-02-11 14:35:25,2009-02-11 00:00:00
1635193,2009-02-11 20:26:30,2009-02-11 00:00:00
1636656,2009-02-11 21:16:13,2009-02-11 00:00:00
1637772,2009-02-11 23:00:02,2009-02-11 00:00:00
1638697,2009-02-12 01:12:06,2009-02-12 00:00:00
1639181,2009-02-12 02:37:45,2009-02-12 00:00:00
1640077,2009-02-12 05:24:26,2009-02-12 00:00:00
1641858,2009-02-12 11:02:56,2009-02-12 00:00:00
1643862,2009-02-12 15:00:02,2009-02-12 00:00:00
1644819,2009-02-12 16:04:32,2009-02-12 00:00:00
1646903,2009-02-12 19:00:02,2009-02-12 00:00:00
1649505,2009-02-12 22:32:59,2009-02-12 00:00:00
1649693,2009-02-12 22:48:14,2009-02-12 00:00:00
1650505,2009-02-13 00:00:02,2009-02-13 00:00:00
1650507,2009-02-13 12:33:09,2009-02-13 00:00:00
1650975,2009-02-13 00:55:24,2009-02-13 00:00:00
1651810,2009-02-13 07:45:17,2009-02-13 00:00:00
1654192,2009-02-13 09:31:18,2009-02-13 00:00:00
1655080,2009-02-13 11:52:05,2009-02-13 00:00:00
1659327,2009-02-13 19:52:08,2009-02-13 00:00:00
1659532,2009-02-13 19:00:02,2009-02-13 00:00:00
1660679,2009-02-13 20:50:30,2009-02-13 00:00:00
1661501,2009-02-13 22:00:02,2009-02-13 00:00:00
1661841,2009-02-13 22:40:09,2009-02-13 00:00:00
1662947,2009-02-14 02:00:02,2009-02-14 00:00:00
1663160,2009-02-14 03:20:25,2009-02-14 00:00:00
1664902,2009-02-14 13:10:03,2009-02-14 00:00:00
1665987,2009-02-14 17:16:43,2009-02-14 00:00:00
1666185,2009-02-14 17:56:26,2009-02-14 00:00:00
1667764,2009-02-14 22:31:06,2009-02-14 00:00:00
1669141,2009-02-15 04:00:02,2009-02-15 00:00:00
1669702,2009-02-15 07:45:18,2009-02-15 00:00:00
1670633,2009-02-15 12:33:09,2009-02-15 00:00:00
1670644,2009-02-15 12:37:35,2009-02-15 00:00:00
1672256,2009-02-15 21:19:18,2009-02-15 00:00:00
1677118,2009-02-16 10:06:13,2009-02-16 00:00:00
1677353,2009-02-16 10:46:30,2009-02-16 00:00:00
1677628,2009-02-16 21:37:53,2009-02-16 00:00:00
1677803,2009-02-16 12:00:02,2009-02-16 00:00:00
1680181,2009-02-16 16:34:21,2009-02-16 00:00:00
1680603,2009-02-16 18:20:37,2009-02-16 00:00:00
1680776,2009-02-16 18:35:10,2009-02-16 00:00:00
1681288,2009-02-16 19:40:12,2009-02-16 00:00:00
1682095,2009-02-16 20:57:13,2009-02-16 00:00:00
1683642,2009-02-16 23:24:55,2009-02-16 00:00:00
1683818,2009-02-16 23:51:08,2009-02-16 00:00:00
1686484,2009-02-17 20:25:08,2009-02-17 00:00:00
1688114,2009-02-17 12:19:17,2009-02-17 00:00:00
1689072,2009-02-17 14:01:37,2009-02-17 00:00:00
1689233,2009-02-17 14:12:05,2009-02-17 00:00:00
1690240,2009-02-17 22:27:16,2009-02-17 00:00:00
1690343,2009-02-17 15:31:57,2009-02-17 00:00:00
1690491,2009-02-17 15:51:01,2009-02-17 00:00:00
1691011,2009-02-17 16:26:53,2009-02-17 00:00:00
1691438,2009-02-17 16:59:20,2009-02-17 00:00:00
1693344,2009-02-17 22:27:33,2009-02-17 00:00:00
1697246,2009-02-18 02:24:29,2009-02-18 00:00:00
1704107,2009-02-18 17:40:54,2009-02-18 00:00:00
1704528,2009-02-18 18:17:06,2009-02-18 00:00:00
1710191,2009-02-19 05:13:27,2009-02-19 00:00:00
1710819,2009-02-19 07:30:40,2009-02-19 00:00:00
1711480,2009-02-19 09:10:13,2009-02-19 00:00:00
1711482,2009-02-19 09:10:13,2009-02-19 00:00:00
1711485,2009-02-19 09:10:13,2009-02-19 00:00:00
1711487,2009-02-19 09:10:13,2009-02-19 00:00:00
1711489,2009-02-19 09:10:13,2009-02-19 00:00:00
1711491,2009-02-19 09:10:13,2009-02-19 00:00:00
1711875,2009-02-19 10:00:02,2009-02-19 00:00:00
1712441,2009-02-19 11:18:10,2009-02-19 00:00:00
1712778,2009-02-19 12:00:02,2009-02-19 00:00:00
1713632,2009-02-19 13:26:58,2009-02-19 00:00:00
1714666,2009-02-19 23:51:00,2009-02-19 00:00:00
1715368,2009-02-19 15:38:26,2009-02-19 00:00:00
1715673,2009-02-19 16:00:02,2009-02-19 00:00:00
1718949,2009-02-19 20:48:10,2009-02-19 00:00:00
1721700,2009-02-20 00:07:59,2009-02-20 00:00:00
1727603,2009-02-20 13:41:58,2009-02-20 00:00:00
1731919,2009-02-20 20:15:55,2009-02-20 00:00:00
1732371,2009-02-20 21:00:02,2009-02-20 00:00:00
1733453,2009-02-20 22:44:18,2009-02-20 00:00:00
1739693,2009-02-21 15:16:05,2009-02-21 00:00:00
1739905,2009-02-21 16:00:02,2009-02-21 00:00:00
1740851,2009-02-21 18:46:03,2009-02-21 00:00:00
1740971,2009-02-21 19:00:02,2009-02-21 00:00:00
1741470,2009-02-21 20:15:02,2009-02-21 00:00:00
1741948,2009-02-21 22:12:27,2009-02-21 00:00:00
1744289,2009-02-22 07:00:02,2009-02-22 00:00:00
1744603,2009-02-22 08:24:25,2009-02-22 00:00:00
1744933,2009-02-22 10:13:44,2009-02-22 00:00:00
1746094,2009-02-22 14:32:48,2009-02-22 00:00:00
1751298,2009-02-23 04:21:35,2009-02-23 00:00:00
1751874,2009-02-23 07:00:02,2009-02-23 00:00:00
1752182,2009-02-23 08:00:02,2009-02-23 00:00:00
1754586,2009-02-23 13:33:56,2009-02-23 00:00:00
1755626,2009-02-23 15:17:42,2009-02-23 00:00:00
1757567,2009-02-23 18:58:30,2009-02-23 00:00:00
1762287,2009-02-24 13:45:52,2009-02-24 00:00:00
1764343,2009-02-24 08:15:27,2009-02-24 00:00:00
1764708,2009-02-24 09:11:24,2009-02-24 00:00:00
1766773,2009-02-24 13:22:58,2009-02-24 00:00:00
1768029,2009-02-24 15:15:43,2009-02-24 00:00:00
1768853,2009-02-24 16:22:24,2009-02-24 00:00:00
1771581,2009-02-24 20:00:03,2009-02-24 00:00:00
1774612,2009-02-25 06:06:43,2009-02-25 00:00:00
1777800,2009-02-25 10:00:02,2009-02-25 00:00:00
1778227,2009-02-25 10:59:32,2009-02-25 00:00:00
1780552,2009-02-25 15:07:48,2009-02-25 00:00:00
1780559,2009-02-25 15:08:21,2009-02-25 00:00:00
1782063,2009-02-25 17:10:48,2009-02-25 00:00:00
1782088,2009-02-25 17:13:13,2009-02-25 00:00:00
1782690,2009-02-25 18:00:02,2009-02-25 00:00:00
1784949,2009-02-25 21:00:02,2009-02-25 00:00:00
1787120,2009-02-26 00:02:54,2009-02-26 00:00:00
1791030,2009-02-26 10:33:12,2009-02-26 00:00:00
1791413,2009-02-26 17:51:05,2009-02-26 00:00:00
1793130,2009-02-26 14:47:52,2009-02-26 00:00:00
1794750,2009-02-26 03:10:13,2009-02-26 00:00:00
1794908,2009-02-26 17:00:02,2009-02-26 00:00:00
1794910,2009-02-26 17:00:02,2009-02-26 00:00:00
1794912,2009-02-26 17:00:02,2009-02-26 00:00:00
1794914,2009-02-26 17:00:02,2009-02-26 00:00:00
1795473,2009-02-26 17:47:38,2009-02-26 00:00:00
1796322,2009-02-26 19:00:02,2009-02-26 00:00:00
1797575,2009-02-26 21:00:02,2009-02-26 00:00:00
1798968,2009-02-26 23:00:02,2009-02-26 00:00:00
1799767,2009-02-27 00:50:32,2009-02-27 00:00:00
1800019,2009-02-27 01:43:38,2009-02-27 00:00:00
1801079,2009-02-27 05:00:02,2009-02-27 00:00:00
1801378,2009-02-27 21:42:53,2009-02-27 00:00:00
1801383,2009-02-27 13:20:32,2009-02-27 00:00:00
1801426,2009-02-27 06:14:52,2009-02-27 00:00:00
1802613,2009-02-27 09:34:59,2009-02-27 00:00:00
1803210,2009-02-27 11:12:20,2009-02-27 00:00:00
1808663,2009-02-27 19:21:55,2009-02-27 00:00:00
1809914,2009-02-27 23:02:05,2009-02-27 00:00:00
1810338,2009-02-27 21:36:05,2009-02-27 00:00:00
1811218,2009-02-27 23:04:05,2009-02-27 00:00:00
1812593,2009-02-28 03:38:21,2009-02-28 00:00:00
1814396,2009-02-28 13:29:32,2009-02-28 00:00:00
1814774,2009-02-28 15:00:02,2009-02-28 00:00:00
1815274,2009-02-28 16:22:09,2009-02-28 00:00:00
1816345,2009-02-28 20:00:02,2009-02-28 00:00:00
1816647,2009-02-28 21:00:02,2009-02-28 00:00:00
1816649,2009-02-28 21:00:02,2009-02-28 00:00:00
1821183,2009-03-01 16:00:02,2009-03-01 00:00:00
1823306,2009-03-01 23:06:14,2009-03-01 00:00:00
1823424,2009-03-01 22:44:28,2009-03-01 00:00:00
1825529,2009-03-02 19:51:31,2009-03-02 00:00:00
1827189,2009-03-02 11:00:02,2009-03-02 00:00:00
1827381,2009-03-02 11:29:11,2009-03-02 00:00:00
1827492,2009-03-02 11:47:13,2009-03-02 00:00:00
1828078,2009-03-02 13:00:02,2009-03-02 00:00:00
1828865,2009-03-02 14:25:34,2009-03-02 00:00:00
1828887,2009-03-02 14:27:16,2009-03-02 00:00:00
1829905,2009-03-02 16:00:02,2009-03-02 00:00:00
1830493,2009-03-02 17:00:02,2009-03-02 00:00:00
1830495,2009-03-02 17:00:02,2009-03-02 00:00:00
1831114,2009-03-02 18:07:44,2009-03-02 00:00:00
1831640,2009-03-02 19:07:32,2009-03-02 00:00:00
1832172,2009-03-02 20:00:02,2009-03-02 00:00:00
1832799,2009-03-02 21:00:02,2009-03-02 00:00:00
1835648,2009-03-03 03:00:02,2009-03-03 00:00:00
1837132,2009-03-03 08:31:23,2009-03-03 00:00:00
1838239,2009-03-03 11:00:02,2009-03-03 00:00:00
1838267,2009-03-03 11:06:53,2009-03-03 00:00:00
1838270,2009-03-03 11:07:27,2009-03-03 00:00:00
1838295,2009-03-03 11:12:07,2009-03-03 00:00:00
1838303,2009-03-03 11:12:44,2009-03-03 00:00:00
1838307,2009-03-03 20:34:15,2009-03-03 00:00:00
1840400,2009-03-03 15:03:49,2009-03-03 00:00:00
1840960,2009-03-03 15:53:14,2009-03-03 00:00:00
1841455,2009-03-03 16:30:26,2009-03-03 00:00:00
1842645,2009-03-03 18:07:32,2009-03-03 00:00:00
1844027,2009-03-03 20:00:02,2009-03-03 00:00:00
1844300,2009-03-03 20:26:10,2009-03-03 00:00:00
1845545,2009-03-03 21:42:58,2009-03-03 00:00:00
1847055,2009-03-04 11:04:39,2009-03-04 00:00:00
1847688,2009-03-04 02:00:02,2009-03-04 00:00:00
1847690,2009-03-04 02:00:02,2009-03-04 00:00:00
1849476,2009-03-04 08:53:24,2009-03-04 00:00:00
1851263,2009-03-04 12:33:38,2009-03-04 00:00:00
1853987,2009-03-04 16:00:03,2009-03-04 00:00:00
1854571,2009-03-04 16:37:43,2009-03-04 00:00:00
1855554,2009-03-04 18:00:02,2009-03-04 00:00:00
1855556,2009-03-04 18:00:02,2009-03-04 00:00:00
1855998,2009-03-04 18:33:03,2009-03-04 00:00:00
1856372,2009-03-04 19:00:02,2009-03-04 00:00:00
1856374,2009-03-04 19:00:02,2009-03-04 00:00:00
1858557,2009-03-04 22:01:09,2009-03-04 00:00:00
1859401,2009-03-04 23:13:39,2009-03-04 00:00:00
1864537,2009-03-05 13:00:02,2009-03-05 00:00:00
1864640,2009-03-05 13:14:31,2009-03-05 00:00:00
1865513,2009-03-05 14:25:18,2009-03-05 00:00:00
1866706,2009-03-05 15:51:32,2009-03-05 00:00:00
1868516,2009-03-05 18:26:54,2009-03-05 00:00:00
1870479,2009-03-05 21:00:02,2009-03-05 00:00:00
1871854,2009-03-05 23:00:02,2009-03-05 00:00:00
1872273,2009-03-05 23:45:03,2009-03-05 00:00:00
1872416,2009-03-06 00:00:05,2009-03-06 00:00:00
1873985,2009-03-06 05:33:20,2009-03-06 00:00:00
1875803,2009-03-06 11:04:04,2009-03-06 00:00:00
1877159,2009-03-06 14:00:02,2009-03-06 00:00:00
1877712,2009-03-06 15:00:02,2009-03-06 00:00:00
1877714,2009-03-06 15:00:02,2009-03-06 00:00:00
1879511,2009-03-06 18:00:02,2009-03-06 00:00:00
1883872,2009-03-07 04:00:02,2009-03-07 00:00:00
1884801,2009-03-07 09:00:02,2009-03-07 00:00:00
1885650,2009-03-07 13:44:43,2009-03-07 00:00:00
1886414,2009-03-07 16:43:47,2009-03-07 00:00:00
1887662,2009-03-07 21:00:02,2009-03-07 00:00:00
1888584,2009-03-08 00:00:02,2009-03-08 00:00:00
1891274,2009-03-08 12:52:52,2009-03-08 00:00:00
1892006,2009-03-08 15:47:44,2009-03-08 00:00:00
1892299,2009-03-08 16:55:39,2009-03-08 00:00:00
1892951,2009-03-08 18:54:33,2009-03-08 00:00:00
1894863,2009-03-09 01:12:05,2009-03-09 00:00:00
1894904,2009-03-09 01:23:07,2009-03-09 00:00:00
1894912,2009-03-09 01:24:36,2009-03-09 00:00:00
1896510,2009-03-09 07:46:15,2009-03-09 00:00:00
1897867,2009-03-09 11:18:39,2009-03-09 00:00:00
1898077,2009-03-09 11:48:15,2009-03-09 00:00:00
1898560,2009-03-09 12:37:54,2009-03-09 00:00:00
1898900,2009-03-09 13:15:50,2009-03-09 00:00:00
1899476,2009-03-09 14:00:02,2009-03-09 00:00:00
1900183,2009-03-09 15:02:23,2009-03-09 00:00:00
1900774,2009-03-09 22:07:51,2009-03-09 00:00:00
1901113,2009-03-09 16:27:49,2009-03-09 00:00:00
1902004,2009-03-09 17:47:31,2009-03-09 00:00:00
1902841,2009-03-09 19:13:30,2009-03-09 00:00:00
1903222,2009-03-09 19:51:14,2009-03-09 00:00:00
1906812,2009-03-10 04:35:11,2009-03-10 00:00:00
1908651,2009-03-10 10:44:37,2009-03-10 00:00:00
1909009,2009-03-10 11:33:49,2009-03-10 00:00:00
1909785,2009-03-10 13:08:09,2009-03-10 00:00:00
1911090,2009-03-10 14:44:46,2009-03-10 00:00:00
1911264,2009-03-10 14:57:46,2009-03-10 00:00:00
1911300,2009-03-10 15:00:02,2009-03-10 00:00:00
1913197,2009-03-10 17:00:59,2009-03-10 00:00:00
1913464,2009-03-10 20:30:24,2009-03-10 00:00:00
1913875,2009-03-10 17:47:40,2009-03-10 00:00:00
1914038,2009-03-10 18:00:02,2009-03-10 00:00:00
1914466,2009-03-10 18:41:40,2009-03-10 00:00:00
1918807,2009-03-11 03:00:02,2009-03-11 00:00:00
1919388,2009-03-11 05:00:02,2009-03-11 00:00:00
1920602,2009-03-11 09:00:02,2009-03-11 00:00:00
1920655,2009-03-11 09:10:52,2009-03-11 00:00:00
1923406,2009-03-11 14:20:45,2009-03-11 00:00:00
1925469,2009-03-11 08:20:19,2009-03-11 00:00:00
1926187,2009-03-11 18:16:16,2009-03-11 00:00:00
1926661,2009-03-11 18:59:32,2009-03-11 00:00:00
1926668,2009-03-11 19:00:02,2009-03-11 00:00:00
1928721,2009-03-11 22:17:16,2009-03-11 00:00:00
1929165,2009-03-11 23:23:03,2009-03-11 00:00:00
1929906,2009-03-12 01:00:03,2009-03-12 00:00:00
1931766,2009-03-12 07:00:02,2009-03-12 00:00:00
1931768,2009-03-12 07:00:02,2009-03-12 00:00:00
1932799,2009-03-12 09:53:10,2009-03-12 00:00:00
1932834,2009-03-12 10:00:03,2009-03-12 00:00:00
1934298,2009-03-12 13:02:57,2009-03-12 00:00:00
1934370,2009-03-12 13:07:27,2009-03-12 00:00:00
1936025,2009-03-12 15:09:41,2009-03-12 00:00:00
1937450,2009-03-12 17:00:02,2009-03-12 00:00:00
1940070,2009-03-12 21:08:43,2009-03-12 00:00:00
1941827,2009-03-13 00:40:13,2009-03-13 00:00:00
1942324,2009-03-13 02:00:02,2009-03-13 00:00:00
1942612,2009-03-13 02:52:20,2009-03-13 00:00:00
1944021,2009-03-13 08:00:02,2009-03-13 00:00:00
1949298,2009-03-13 17:36:46,2009-03-13 00:00:00
1950537,2009-03-13 19:28:44,2009-03-13 00:00:00
1950964,2009-03-13 20:00:02,2009-03-13 00:00:00
1952451,2009-03-13 23:00:02,2009-03-13 00:00:00
1956017,2009-03-14 15:13:03,2009-03-14 00:00:00
1960093,2009-03-15 07:28:50,2009-03-15 00:00:00
1963065,2009-03-15 19:49:55,2009-03-15 00:00:00
1963104,2009-03-15 19:55:08,2009-03-15 00:00:00
1963132,2009-03-15 20:00:21,2009-03-15 00:00:00
1967815,2009-03-16 12:00:02,2009-03-16 00:00:00
1968609,2009-03-16 13:21:48,2009-03-16 00:00:00
1969269,2009-03-16 14:27:22,2009-03-16 00:00:00
1969318,2009-03-16 14:32:12,2009-03-16 00:00:00
1969612,2009-03-16 15:00:03,2009-03-16 00:00:00
1969944,2009-03-16 17:35:48,2009-03-16 00:00:00
1970271,2009-03-16 16:00:02,2009-03-16 00:00:00
1971471,2009-03-16 17:50:08,2009-03-16 00:00:00
1972675,2009-03-16 19:45:24,2009-03-16 00:00:00
1974033,2009-03-16 22:00:02,2009-03-16 00:00:00
1974035,2009-03-16 22:00:02,2009-03-16 00:00:00
1974877,2009-03-17 00:00:02,2009-03-17 00:00:00
1976218,2009-03-17 04:31:26,2009-03-17 00:00:00
1981170,2009-03-17 15:11:55,2009-03-17 00:00:00
1983678,2009-03-17 19:03:14,2009-03-17 00:00:00
1984555,2009-03-17 20:37:37,2009-03-17 00:00:00
1985799,2009-03-17 23:02:11,2009-03-17 00:00:00
1985893,2009-03-17 23:11:47,2009-03-17 00:00:00
1986978,2009-03-18 02:00:02,2009-03-18 00:00:00
1987720,2009-03-18 05:00:02,2009-03-18 00:00:00
1988178,2009-03-18 07:28:17,2009-03-18 00:00:00
1991048,2009-03-18 20:57:02,2009-03-18 00:00:00
1991174,2009-03-18 14:00:02,2009-03-18 00:00:00
